,Runs,Index,count,Time
0,0,False,1,0.11863398551940918
1,0,False,2,0.13270831108093262
2,0,False,3,0.2209923267364502
3,0,False,4,0.2483203411102295
4,0,False,5,0.2722663879394531
5,0,False,6,0.30855655670166016
6,0,False,7,0.3290543556213379
7,0,False,8,0.350644588470459
8,0,False,9,0.43315577507019043
9,0,False,10,0.4554169178009033
10,0,False,11,0.47101807594299316
11,0,False,12,0.49749088287353516
12,0,False,13,0.5169007778167725
13,0,False,14,0.5465807914733887
14,0,False,15,0.5874907970428467
15,0,False,16,0.6539998054504395
16,0,False,17,0.7069439888000488
17,0,False,18,0.7799019813537598
18,0,False,19,0.8153798580169678
19,0,False,20,0.8513567447662354
20,0,False,21,0.878347635269165
21,0,False,22,0.9292786121368408
22,0,False,23,0.9516036510467529
23,0,False,24,1.001990556716919
24,0,False,25,1.0327856540679932
25,0,False,26,1.0509538650512695
26,0,False,27,1.0778257846832275
27,0,False,28,1.194880723953247
28,0,False,29,1.3836705684661865
29,0,False,30,1.4051263332366943
30,0,False,31,1.5171914100646973
31,0,False,32,1.6098175048828125
32,0,False,33,1.741370677947998
33,0,False,34,1.837827444076538
34,0,False,35,1.9758803844451904
35,0,False,36,1.9928562641143799
36,0,False,37,2.0322394371032715
37,0,False,38,2.0643553733825684
38,0,False,39,2.110947370529175
39,0,False,40,2.133392095565796
40,0,False,41,2.1576712131500244
41,0,False,42,2.177358388900757
42,0,False,43,2.2072343826293945
43,0,False,44,2.2244465351104736
44,0,False,45,2.257096529006958
45,0,False,46,2.2788333892822266
46,0,False,47,2.328561305999756
47,0,False,48,2.403416156768799
48,0,False,49,2.439998149871826
49,0,False,50,2.4798243045806885
50,0,False,51,2.509291172027588
51,0,False,52,2.5626142024993896
52,0,False,53,2.70180606842041
53,0,False,54,2.758450984954834
54,0,False,55,2.7960801124572754
55,0,False,56,2.86289119720459
56,0,False,57,2.897034168243408
57,0,False,58,2.9327690601348877
58,0,False,59,2.958933115005493
59,0,False,60,3.0031869411468506
60,0,False,61,3.024868965148926
61,0,False,62,3.0743441581726074
62,0,False,63,3.102656126022339
63,0,False,64,3.1491751670837402
64,0,False,65,3.1963624954223633
65,0,False,66,3.2324323654174805
66,0,False,67,3.2974395751953125
67,0,False,68,3.4630467891693115
68,0,False,69,3.5288467407226562
69,0,False,70,3.575920820236206
70,0,False,71,3.603139877319336
71,0,False,72,3.623624801635742
72,0,False,73,3.654662609100342
73,0,False,74,3.670795440673828
74,0,False,75,3.7019424438476562
75,0,False,76,3.7215657234191895
76,0,False,77,3.7397758960723877
77,0,False,78,3.774801731109619
78,0,False,79,3.7920289039611816
79,0,False,80,3.8252720832824707
80,0,False,81,3.84647798538208
81,0,False,82,3.8683810234069824
82,0,False,83,3.8828728199005127
83,0,False,84,3.907028913497925
84,0,False,85,3.9230799674987793
85,0,False,86,3.9431700706481934
86,0,False,87,3.9861669540405273
87,0,False,88,4.012021780014038
88,0,False,89,4.032847881317139
89,0,False,90,4.047925710678101
90,0,True,1,0.1246190071105957
91,0,True,2,0.134429931640625
92,0,True,3,0.2280740737915039
93,0,True,4,0.27009105682373047
94,0,True,5,0.2984652519226074
95,0,True,6,0.3392353057861328
96,0,True,7,0.357938289642334
97,0,True,8,0.3804752826690674
98,0,True,9,0.3986942768096924
99,0,True,10,0.44161128997802734
100,0,True,11,0.4586772918701172
101,0,True,12,0.5882422924041748
102,0,True,13,0.6087672710418701
103,0,True,14,0.6521701812744141
104,0,True,15,0.7258214950561523
105,0,True,16,0.8263645172119141
106,0,True,17,0.9179854393005371
107,0,True,18,1.0488333702087402
108,0,True,19,1.217332363128662
109,0,True,20,1.2754323482513428
110,0,True,21,1.3191561698913574
111,0,True,22,1.3984472751617432
112,0,True,23,1.43501615524292
113,0,True,24,1.509674310684204
114,0,True,25,1.559591293334961
115,0,True,26,1.6623802185058594
116,0,True,27,1.715285301208496
117,0,True,28,1.7527554035186768
118,0,True,29,1.939988374710083
119,0,True,30,2.036513566970825
120,0,True,31,2.1335816383361816
121,0,True,32,2.2163474559783936
122,0,True,33,2.2517147064208984
123,0,True,34,2.268855571746826
124,0,True,35,2.3999216556549072
125,0,True,36,2.4211266040802
126,0,True,37,2.4993746280670166
127,0,True,38,2.565384864807129
128,0,True,39,2.660573959350586
129,0,True,40,2.7020368576049805
130,0,True,41,2.745898962020874
131,0,True,42,2.788463830947876
132,0,True,43,2.8471627235412598
133,0,True,44,2.878227949142456
134,0,True,45,2.94567608833313
135,0,True,46,2.989293098449707
136,0,True,47,3.099865198135376
137,0,True,48,3.239650249481201
138,0,True,49,3.299809217453003
139,0,True,50,3.3666462898254395
140,0,True,51,3.437882423400879
141,0,True,52,3.5117814540863037
