Runs,Initial Sample,Query Sample,Pair,Error on materialized,Error on lattice,Prediction
220,0,0.2,0.6,"('F9', 'WN')",0.0,0.041666666666666685,0.375
221,0,0.2,0.6,"('F9', 'EV')",0.0,0.11904761904761904,0.16666666666666666
222,0,0.2,0.6,"('F9', 'OO')",0.0,0.09523809523809523,0.6666666666666666
223,0,0.2,0.6,"('B6', 'HA')",0.0,0.0,0.2
224,0,0.2,0.6,"('DL', 'UA')",0.0,0.15000000000000002,0.25
225,0,0.2,0.6,"('DL', 'NK')",0.0,0.06944444444444442,0.375
226,0,0.2,0.6,"('DL', 'AS')",0.0,0.0,0.25
227,0,0.2,0.6,"('UA', 'US')",0.0,0.125,0.375
228,0,0.2,0.6,"('UA', 'HA')",0.0,0.0,0.5
229,0,0.2,0.6,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
230,0,0.2,0.6,"('WN', 'NK')",0.0,0.08333333333333331,0.25
231,0,0.2,0.6,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
232,0,0.2,0.6,"('US', 'NK')",0.0,0.0,0.14285714285714285
233,0,0.2,0.6,"('US', 'EV')",0.0,0.0,0.16666666666666666
234,0,0.2,0.6,"('MQ', 'HA')",0.0,0.0,0.5
235,0,0.2,0.6,"('NK', 'HA')",0.0,0.0,0.4
236,0,0.2,0.6,"('NK', 'AS')",0.0,0.0,0.2
237,0,0.2,0.7,"('VX', 'B6')",0.0,0.0,0.2857142857142857
238,0,0.2,0.7,"('VX', 'UA')",0.0,0.09722222222222221,0.125
239,0,0.2,0.7,"('VX', 'US')",0.0,0.0,0.5
240,0,0.2,0.7,"('AA', 'B6')",0.0,0.23863636363636365,0.125
241,0,0.2,0.7,"('AA', 'UA')",0.0,0.022727272727272707,0.25
242,0,0.2,0.7,"('AA', 'WN')",0.0,0.04999999999999999,0.25
243,0,0.2,0.7,"('AA', 'MQ')",0.0,0.09523809523809523,0.3333333333333333
244,0,0.2,0.7,"('AA', 'HA')",0.0,0.0714285714285714,0.5
245,0,0.2,0.7,"('F9', 'WN')",0.0,0.041666666666666685,0.375
246,0,0.2,0.7,"('F9', 'AS')",0.0,0.0,0.3333333333333333
247,0,0.2,0.7,"('B6', 'WN')",0.0,0.024999999999999994,0.125
248,0,0.2,0.7,"('B6', 'US')",0.0,0.0,0.25
249,0,0.2,0.7,"('B6', 'EV')",0.0,0.05357142857142855,0.42857142857142855
250,0,0.2,0.7,"('B6', 'AS')",0.0,0.0,0.3333333333333333
251,0,0.2,0.7,"('DL', 'MQ')",0.0,0.023809523809523808,0.16666666666666666
252,0,0.2,0.7,"('DL', 'NK')",0.0,0.06944444444444442,0.375
253,0,0.2,0.7,"('UA', 'WN')",0.0,0.175,0.125
254,0,0.2,0.7,"('UA', 'NK')",0.0,0.0,0.125
255,0,0.2,0.7,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
256,0,0.2,0.7,"('UA', 'HA')",0.0,0.0,0.5
257,0,0.2,0.7,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
258,0,0.2,0.7,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
259,0,0.2,0.7,"('WN', 'NK')",0.0,0.08333333333333331,0.25
260,0,0.2,0.7,"('WN', 'EV')",0.0,0.02777777777777779,0.25
261,0,0.2,0.7,"('WN', 'AS')",0.0,0.06944444444444442,0.375
262,0,0.2,0.7,"('US', 'MQ')",0.0,0.06666666666666671,0.4
263,0,0.2,0.7,"('US', 'NK')",0.0,0.0,0.14285714285714285
264,0,0.2,0.7,"('US', 'OO')",0.0,0.0,0.3333333333333333
265,0,0.2,0.7,"('MQ', 'AS')",0.0,0.0,0.25
266,0,0.2,0.7,"('NK', 'HA')",0.0,0.0,0.4
267,0,0.2,0.7,"('EV', 'AS')",0.0,0.1333333333333333,0.2
268,0,0.2,0.8,"('AA', 'NK')",0.0,0.175,0.125
269,0,0.2,0.8,"('AA', 'AS')",0.0,0.09722222222222221,0.125
270,0,0.2,0.8,"('F9', 'DL')",0.0,0.09722222222222221,0.125
271,0,0.2,0.8,"('F9', 'EV')",0.0,0.11904761904761904,0.16666666666666666
272,0,0.2,0.8,"('F9', 'AS')",0.0,0.0,0.3333333333333333
273,0,0.2,0.8,"('B6', 'NK')",0.0,0.0,0.375
274,0,0.2,0.8,"('B6', 'HA')",0.0,0.0,0.2
275,0,0.2,0.8,"('DL', 'US')",0.0,0.20833333333333331,0.125
276,0,0.2,0.8,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
277,0,0.2,0.8,"('WN', 'NK')",0.0,0.08333333333333331,0.25
278,0,0.2,0.8,"('WN', 'EV')",0.0,0.02777777777777779,0.25
279,0,0.2,0.8,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
280,0,0.2,0.8,"('WN', 'AS')",0.0,0.06944444444444442,0.375
281,0,0.2,0.8,"('MQ', 'HA')",0.0,0.0,0.5
282,0,0.2,0.8,"('MQ', 'AS')",0.0,0.0,0.25
283,0,0.2,0.8,"('NK', 'HA')",0.0,0.0,0.4
284,0,0.2,0.8,"('NK', 'AS')",0.0,0.0,0.2
285,0,0.2,0.8,"('EV', 'AS')",0.0,0.1333333333333333,0.2
286,0,0.2,0.9,"('VX', 'UA')",0.0,0.09722222222222221,0.125
287,0,0.2,0.9,"('AA', 'UA')",0.0,0.022727272727272707,0.25
288,0,0.2,0.9,"('AA', 'US')",0.0,0.09722222222222221,0.125
289,0,0.2,0.9,"('AA', 'NK')",0.0,0.175,0.125
290,0,0.2,0.9,"('F9', 'EV')",0.0,0.11904761904761904,0.16666666666666666
291,0,0.2,0.9,"('F9', 'OO')",0.0,0.023809523809523808,0.16666666666666666
292,0,0.2,0.9,"('F9', 'AS')",0.0,0.0,0.3333333333333333
293,0,0.2,0.9,"('B6', 'HA')",0.0,0.0,0.2
294,0,0.2,0.9,"('DL', 'UA')",0.0,0.15000000000000002,0.25
295,0,0.2,0.9,"('DL', 'NK')",0.0,0.06944444444444442,0.375
296,0,0.2,0.9,"('UA', 'WN')",0.0,0.175,0.125
297,0,0.2,0.9,"('UA', 'US')",0.0,0.125,0.375
298,0,0.2,0.9,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
299,0,0.2,0.9,"('WN', 'US')",0.0,0.06944444444444442,0.375
300,0,0.2,0.9,"('WN', 'EV')",0.0,0.02777777777777779,0.25
301,0,0.2,0.9,"('WN', 'AS')",0.0,0.06944444444444442,0.375
302,0,0.2,0.9,"('MQ', 'HA')",0.0,0.0,0.5
303,0,0.2,0.9,"('NK', 'EV')",0.0,0.0,0.16666666666666666
304,0,0.2,0.9,"('NK', 'HA')",0.0,0.0,0.4
305,0,0.2,0.9,"('EV', 'HA')",0.0,0.0,0.3333333333333333
306,0,0.2,0.9,"('HA', 'OO')",0.0,0.0714285714285714,0.5
307,0,0.2,1.0,"('VX', 'NK')",0.0,0.0,0.6
308,0,0.2,1.0,"('AA', 'DL')",0.0,0.07500000000000001,0.125
309,0,0.2,1.0,"('AA', 'NK')",0.0,0.175,0.125
310,0,0.2,1.0,"('AA', 'AS')",0.0,0.09722222222222221,0.125
311,0,0.2,1.0,"('F9', 'NK')",0.0,0.0,0.2857142857142857
312,0,0.2,1.0,"('B6', 'NK')",0.0,0.0,0.375
313,0,0.2,1.0,"('DL', 'UA')",0.0,0.15000000000000002,0.25
314,0,0.2,1.0,"('DL', 'WN')",0.0,0.175,0.125
315,0,0.2,1.0,"('DL', 'HA')",0.0,0.0,0.3333333333333333
316,0,0.2,1.0,"('DL', 'OO')",0.0,0.19047619047619047,0.14285714285714285
317,0,0.2,1.0,"('UA', 'US')",0.0,0.125,0.375
318,0,0.2,1.0,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
319,0,0.2,1.0,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
320,0,0.2,1.0,"('WN', 'US')",0.0,0.06944444444444442,0.375
321,0,0.2,1.0,"('WN', 'NK')",0.0,0.08333333333333331,0.25
322,0,0.2,1.0,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
323,0,0.2,1.0,"('US', 'NK')",0.0,0.0,0.14285714285714285
324,0,0.2,1.0,"('US', 'AS')",0.0,0.02777777777777779,0.25
325,0,0.2,1.0,"('MQ', 'HA')",0.0,0.0,0.5
326,0,0.2,1.0,"('MQ', 'AS')",0.0,0.0,0.25
327,0,0.2,1.0,"('NK', 'HA')",0.0,0.0,0.4
328,0,0.2,1.0,"('NK', 'OO')",0.0,0.0,0.16666666666666666
329,0,0.2,1.0,"('NK', 'AS')",0.0,0.0,0.2
330,0,0.2,1.0,"('HA', 'AS')",0.0,0.0,0.2857142857142857
331,0,0.3,0.1,"('VX', 'WN')",0.0,0.15000000000000002,0.25
332,0,0.3,0.1,"('VX', 'MQ')",0.0,0.0,0.4
333,0,0.3,0.1,"('AA', 'UA')",0.0,0.022727272727272707,0.25
334,0,0.3,0.1,"('F9', 'MQ')",0.0,0.0,0.3333333333333333
335,0,0.3,0.1,"('B6', 'US')",0.0,0.0,0.25
336,0,0.3,0.1,"('B6', 'HA')",0.0,0.0,0.2
337,0,0.3,0.1,"('DL', 'MQ')",0.0,0.11904761904761904,0.16666666666666666
338,0,0.3,0.1,"('DL', 'NK')",0.0,0.06944444444444442,0.375
339,0,0.3,0.1,"('DL', 'HA')",0.0,0.0,0.3333333333333333
340,0,0.3,0.1,"('UA', 'US')",0.0,0.125,0.375
341,0,0.3,0.1,"('UA', 'HA')",0.0,0.0,0.5
342,0,0.3,0.1,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
343,0,0.3,0.1,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
344,0,0.3,0.1,"('WN', 'AS')",0.0,0.06944444444444442,0.375
345,0,0.3,0.1,"('MQ', 'HA')",0.0,0.0,0.5
