Runs,Initial Sample,Query Sample,Pair,Error on materialized,Error on lattice,Prediction
1247,0,0.6,0.1,"('UA', 'WN')",0.0,0.175,0.125
1248,0,0.6,0.1,"('UA', 'US')",0.0,0.125,0.375
1249,0,0.6,0.1,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1250,0,0.6,0.1,"('UA', 'HA')",0.0,0.0,0.5
1251,0,0.6,0.1,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1252,0,0.6,0.1,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1253,0,0.6,0.1,"('WN', 'US')",0.0,0.06944444444444442,0.375
1254,0,0.6,0.1,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1255,0,0.6,0.1,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1256,0,0.6,0.1,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1257,0,0.6,0.1,"('US', 'NK')",0.0,0.0,0.14285714285714285
1258,0,0.6,0.1,"('US', 'HA')",0.0,0.0,0.5
1259,0,0.6,0.1,"('MQ', 'EV')",0.0,0.10714285714285715,0.14285714285714285
1260,0,0.6,0.1,"('MQ', 'HA')",0.0,0.0,0.5
1261,0,0.6,0.1,"('MQ', 'AS')",0.0,0.0,0.25
1262,0,0.6,0.1,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1263,0,0.6,0.1,"('NK', 'HA')",0.0,0.0,0.4
1264,0,0.6,0.1,"('NK', 'AS')",0.0,0.0,0.2
1265,0,0.6,0.1,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1266,0,0.6,0.1,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1267,0,0.6,0.1,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1268,0,0.6,0.2,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1269,0,0.6,0.2,"('VX', 'WN')",0.0,0.15000000000000002,0.25
1270,0,0.6,0.2,"('VX', 'NK')",0.0,0.0,0.6
1271,0,0.6,0.2,"('AA', 'F9')",0.0,0.10714285714285715,0.14285714285714285
1272,0,0.6,0.2,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1273,0,0.6,0.2,"('AA', 'NK')",0.0,0.175,0.125
1274,0,0.6,0.2,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1275,0,0.6,0.2,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1276,0,0.6,0.2,"('B6', 'DL')",0.0,0.0,0.125
1277,0,0.6,0.2,"('B6', 'US')",0.0,0.0,0.25
1278,0,0.6,0.2,"('B6', 'HA')",0.0,0.0,0.2
1279,0,0.6,0.2,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1280,0,0.6,0.2,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1281,0,0.6,0.2,"('DL', 'WN')",0.0,0.175,0.125
1282,0,0.6,0.2,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1283,0,0.6,0.2,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1284,0,0.6,0.2,"('DL', 'AS')",0.0,0.0,0.25
1285,0,0.6,0.2,"('UA', 'WN')",0.0,0.175,0.125
1286,0,0.6,0.2,"('UA', 'US')",0.0,0.125,0.375
1287,0,0.6,0.2,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1288,0,0.6,0.2,"('UA', 'HA')",0.0,0.0,0.5
1289,0,0.6,0.2,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1290,0,0.6,0.2,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1291,0,0.6,0.2,"('WN', 'US')",0.0,0.06944444444444442,0.375
1292,0,0.6,0.2,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1293,0,0.6,0.2,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1294,0,0.6,0.2,"('US', 'NK')",0.0,0.0,0.14285714285714285
1295,0,0.6,0.2,"('US', 'HA')",0.0,0.0,0.5
1296,0,0.6,0.2,"('US', 'OO')",0.0,0.0,0.3333333333333333
1297,0,0.6,0.2,"('MQ', 'HA')",0.0,0.0,0.5
1298,0,0.6,0.2,"('MQ', 'OO')",0.0,0.0,0.14285714285714285
1299,0,0.6,0.2,"('MQ', 'AS')",0.0,0.0,0.25
1300,0,0.6,0.2,"('NK', 'HA')",0.0,0.0,0.4
1301,0,0.6,0.2,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1302,0,0.6,0.2,"('NK', 'AS')",0.0,0.0,0.2
1303,0,0.6,0.2,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1304,0,0.6,0.2,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1305,0,0.6,0.2,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1306,0,0.6,0.3,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1307,0,0.6,0.3,"('VX', 'UA')",0.0,0.09722222222222221,0.125
1308,0,0.6,0.3,"('VX', 'WN')",0.0,0.15000000000000002,0.25
1309,0,0.6,0.3,"('VX', 'US')",0.0,0.0,0.16666666666666666
1310,0,0.6,0.3,"('VX', 'MQ')",0.0,0.0,0.4
1311,0,0.6,0.3,"('VX', 'NK')",0.0,0.0,0.6
1312,0,0.6,0.3,"('VX', 'HA')",0.0,0.0,0.2
1313,0,0.6,0.3,"('AA', 'MQ')",0.0,0.09523809523809523,0.3333333333333333
1314,0,0.6,0.3,"('AA', 'NK')",0.0,0.175,0.125
1315,0,0.6,0.3,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1316,0,0.6,0.3,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1317,0,0.6,0.3,"('F9', 'NK')",0.0,0.0,0.2857142857142857
1318,0,0.6,0.3,"('F9', 'AS')",0.0,0.0,0.3333333333333333
1319,0,0.6,0.3,"('B6', 'UA')",0.0,0.15873015873015872,0.2857142857142857
1320,0,0.6,0.3,"('B6', 'US')",0.0,0.0,0.25
1321,0,0.6,0.3,"('B6', 'HA')",0.0,0.0,0.2
1322,0,0.6,0.3,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1323,0,0.6,0.3,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1324,0,0.6,0.3,"('DL', 'WN')",0.0,0.175,0.125
1325,0,0.6,0.3,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1326,0,0.6,0.3,"('DL', 'AS')",0.0,0.0,0.25
1327,0,0.6,0.3,"('UA', 'WN')",0.0,0.175,0.125
1328,0,0.6,0.3,"('UA', 'US')",0.0,0.125,0.375
1329,0,0.6,0.3,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1330,0,0.6,0.3,"('UA', 'HA')",0.0,0.0,0.5
1331,0,0.6,0.3,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1332,0,0.6,0.3,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1333,0,0.6,0.3,"('WN', 'US')",0.0,0.06944444444444442,0.375
1334,0,0.6,0.3,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1335,0,0.6,0.3,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1336,0,0.6,0.3,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1337,0,0.6,0.3,"('US', 'NK')",0.0,0.0,0.14285714285714285
1338,0,0.6,0.3,"('US', 'HA')",0.0,0.0,0.5
1339,0,0.6,0.3,"('MQ', 'EV')",0.0,0.10714285714285715,0.14285714285714285
1340,0,0.6,0.3,"('MQ', 'HA')",0.0,0.0,0.5
1341,0,0.6,0.3,"('MQ', 'AS')",0.0,0.0,0.25
1342,0,0.6,0.3,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1343,0,0.6,0.3,"('NK', 'HA')",0.0,0.0,0.4
1344,0,0.6,0.3,"('NK', 'AS')",0.0,0.0,0.2
1345,0,0.6,0.3,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1346,0,0.6,0.3,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1347,0,0.6,0.3,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1348,0,0.6,0.4,"('VX', 'AA')",0.0,0.0,0.375
1349,0,0.6,0.4,"('VX', 'UA')",0.0,0.09722222222222221,0.125
1350,0,0.6,0.4,"('VX', 'NK')",0.0,0.0,0.6
1351,0,0.6,0.4,"('VX', 'HA')",0.0,0.0,0.2
1352,0,0.6,0.4,"('AA', 'B6')",0.0,0.20454545454545453,0.25
1353,0,0.6,0.4,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1354,0,0.6,0.4,"('AA', 'WN')",0.0,0.04999999999999999,0.25
1355,0,0.6,0.4,"('AA', 'NK')",0.0,0.175,0.125
1356,0,0.6,0.4,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1357,0,0.6,0.4,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1358,0,0.6,0.4,"('F9', 'UA')",0.0,0.0,0.25
1359,0,0.6,0.4,"('F9', 'HA')",0.0,0.0,0.6
1360,0,0.6,0.4,"('B6', 'DL')",0.0,0.0,0.125
1361,0,0.6,0.4,"('B6', 'US')",0.0,0.0,0.25
1362,0,0.6,0.4,"('B6', 'HA')",0.0,0.0,0.2
1363,0,0.6,0.4,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1364,0,0.6,0.4,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1365,0,0.6,0.4,"('DL', 'WN')",0.0,0.175,0.125
1366,0,0.6,0.4,"('DL', 'MQ')",0.0,0.11904761904761904,0.16666666666666666
1367,0,0.6,0.4,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1368,0,0.6,0.4,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1369,0,0.6,0.4,"('UA', 'WN')",0.0,0.175,0.125
1370,0,0.6,0.4,"('UA', 'US')",0.0,0.125,0.375
1371,0,0.6,0.4,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1372,0,0.6,0.4,"('UA', 'HA')",0.0,0.0,0.5
1373,0,0.6,0.4,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1374,0,0.6,0.4,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1375,0,0.6,0.4,"('WN', 'US')",0.0,0.06944444444444442,0.375
1376,0,0.6,0.4,"('WN', 'NK')",0.0,0.08333333333333331,0.25
1377,0,0.6,0.4,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1378,0,0.6,0.4,"('WN', 'OO')",0.0,0.01785714285714285,0.14285714285714285
1379,0,0.6,0.4,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1380,0,0.6,0.4,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1381,0,0.6,0.4,"('US', 'NK')",0.0,0.0,0.14285714285714285
1382,0,0.6,0.4,"('MQ', 'EV')",0.0,0.10714285714285715,0.14285714285714285
1383,0,0.6,0.4,"('MQ', 'HA')",0.0,0.0,0.5
1384,0,0.6,0.4,"('MQ', 'AS')",0.0,0.0,0.25
1385,0,0.6,0.4,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1386,0,0.6,0.4,"('NK', 'HA')",0.0,0.0,0.4
1387,0,0.6,0.4,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1388,0,0.6,0.4,"('NK', 'AS')",0.0,0.0,0.2
1389,0,0.6,0.4,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1390,0,0.6,0.4,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1391,0,0.6,0.4,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1392,0,0.6,0.5,"('VX', 'F9')",0.0,0.0,0.5
1393,0,0.6,0.5,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1394,0,0.6,0.5,"('VX', 'UA')",0.0,0.09722222222222221,0.125
1395,0,0.6,0.5,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1396,0,0.6,0.5,"('AA', 'MQ')",0.0,0.09523809523809523,0.3333333333333333
1397,0,0.6,0.5,"('AA', 'NK')",0.0,0.175,0.125
1398,0,0.6,0.5,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1399,0,0.6,0.5,"('F9', 'DL')",0.0,0.09722222222222221,0.125
1400,0,0.6,0.5,"('B6', 'US')",0.0,0.0,0.25
1401,0,0.6,0.5,"('B6', 'HA')",0.0,0.0,0.2
1402,0,0.6,0.5,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1403,0,0.6,0.5,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1404,0,0.6,0.5,"('DL', 'WN')",0.0,0.175,0.125
1405,0,0.6,0.5,"('DL', 'MQ')",0.0,0.11904761904761904,0.16666666666666666
1406,0,0.6,0.5,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1407,0,0.6,0.5,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1408,0,0.6,0.5,"('UA', 'WN')",0.0,0.175,0.125
1409,0,0.6,0.5,"('UA', 'US')",0.0,0.125,0.375
1410,0,0.6,0.5,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1411,0,0.6,0.5,"('UA', 'HA')",0.0,0.0,0.5
1412,0,0.6,0.5,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1413,0,0.6,0.5,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1414,0,0.6,0.5,"('WN', 'US')",0.0,0.06944444444444442,0.375
1415,0,0.6,0.5,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1416,0,0.6,0.5,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1417,0,0.6,0.5,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1418,0,0.6,0.5,"('US', 'NK')",0.0,0.0,0.14285714285714285
1419,0,0.6,0.5,"('US', 'HA')",0.0,0.0,0.5
1420,0,0.6,0.5,"('MQ', 'HA')",0.0,0.0,0.5
1421,0,0.6,0.5,"('MQ', 'AS')",0.0,0.0,0.25
1422,0,0.6,0.5,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1423,0,0.6,0.5,"('NK', 'HA')",0.0,0.0,0.4
1424,0,0.6,0.5,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1425,0,0.6,0.5,"('NK', 'AS')",0.0,0.0,0.2
1426,0,0.6,0.5,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1427,0,0.6,0.5,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1428,0,0.6,0.5,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1429,0,0.6,0.6,"('VX', 'UA')",0.0,0.09722222222222221,0.125
1430,0,0.6,0.6,"('VX', 'MQ')",0.0,0.0,0.4
1431,0,0.6,0.6,"('VX', 'NK')",0.0,0.0,0.6
1432,0,0.6,0.6,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1433,0,0.6,0.6,"('AA', 'NK')",0.0,0.175,0.125
1434,0,0.6,0.6,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1435,0,0.6,0.6,"('F9', 'EV')",0.0,0.11904761904761904,0.16666666666666666
1436,0,0.6,0.6,"('F9', 'HA')",0.0,0.0,0.6
1437,0,0.6,0.6,"('F9', 'AS')",0.0,0.0,0.3333333333333333
1438,0,0.6,0.6,"('B6', 'DL')",0.0,0.0,0.125
1439,0,0.6,0.6,"('B6', 'HA')",0.0,0.0,0.2
1440,0,0.6,0.6,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1441,0,0.6,0.6,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1442,0,0.6,0.6,"('DL', 'WN')",0.0,0.175,0.125
1443,0,0.6,0.6,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1444,0,0.6,0.6,"('UA', 'US')",0.0,0.125,0.375
1445,0,0.6,0.6,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1446,0,0.6,0.6,"('UA', 'HA')",0.0,0.0,0.5
1447,0,0.6,0.6,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1448,0,0.6,0.6,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1449,0,0.6,0.6,"('WN', 'US')",0.0,0.06944444444444442,0.375
1450,0,0.6,0.6,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1451,0,0.6,0.6,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1452,0,0.6,0.6,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1453,0,0.6,0.6,"('US', 'EV')",0.0,0.0,0.16666666666666666
1454,0,0.6,0.6,"('US', 'OO')",0.0,0.0,0.3333333333333333
1455,0,0.6,0.6,"('MQ', 'HA')",0.0,0.0,0.5
1456,0,0.6,0.6,"('MQ', 'OO')",0.0,0.0,0.14285714285714285
1457,0,0.6,0.6,"('MQ', 'AS')",0.0,0.0,0.25
1458,0,0.6,0.6,"('NK', 'HA')",0.0,0.0,0.4
1459,0,0.6,0.6,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1460,0,0.6,0.6,"('NK', 'AS')",0.0,0.0,0.2
1461,0,0.6,0.6,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1462,0,0.6,0.6,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1463,0,0.6,0.6,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1464,0,0.6,0.7,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1465,0,0.6,0.7,"('VX', 'UA')",0.0,0.09722222222222221,0.125
1466,0,0.6,0.7,"('VX', 'NK')",0.0,0.0,0.6
1467,0,0.6,0.7,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1468,0,0.6,0.7,"('AA', 'NK')",0.0,0.175,0.125
1469,0,0.6,0.7,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1470,0,0.6,0.7,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1471,0,0.6,0.7,"('F9', 'DL')",0.0,0.09722222222222221,0.125
1472,0,0.6,0.7,"('F9', 'HA')",0.0,0.0,0.6
1473,0,0.6,0.7,"('F9', 'OO')",0.0,0.023809523809523808,0.16666666666666666
1474,0,0.6,0.7,"('B6', 'DL')",0.0,0.0,0.125
1475,0,0.6,0.7,"('B6', 'US')",0.0,0.0,0.25
1476,0,0.6,0.7,"('B6', 'HA')",0.0,0.0,0.2
1477,0,0.6,0.7,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1478,0,0.6,0.7,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1479,0,0.6,0.7,"('DL', 'WN')",0.0,0.175,0.125
1480,0,0.6,0.7,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1481,0,0.6,0.7,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1482,0,0.6,0.7,"('UA', 'US')",0.0,0.125,0.375
1483,0,0.6,0.7,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1484,0,0.6,0.7,"('UA', 'HA')",0.0,0.0,0.5
1485,0,0.6,0.7,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1486,0,0.6,0.7,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1487,0,0.6,0.7,"('WN', 'US')",0.0,0.06944444444444442,0.375
1488,0,0.6,0.7,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1489,0,0.6,0.7,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1490,0,0.6,0.7,"('US', 'NK')",0.0,0.0,0.14285714285714285
1491,0,0.6,0.7,"('US', 'HA')",0.0,0.0,0.5
1492,0,0.6,0.7,"('MQ', 'EV')",0.0,0.10714285714285715,0.14285714285714285
1493,0,0.6,0.7,"('MQ', 'HA')",0.0,0.0,0.5
1494,0,0.6,0.7,"('MQ', 'OO')",0.0,0.0,0.14285714285714285
1495,0,0.6,0.7,"('MQ', 'AS')",0.0,0.0,0.25
1496,0,0.6,0.7,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1497,0,0.6,0.7,"('NK', 'HA')",0.0,0.0,0.4
1498,0,0.6,0.7,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1499,0,0.6,0.7,"('NK', 'AS')",0.0,0.0,0.2
1500,0,0.6,0.7,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1501,0,0.6,0.7,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1502,0,0.6,0.8,"('VX', 'NK')",0.0,0.0,0.6
1503,0,0.6,0.8,"('VX', 'HA')",0.0,0.0,0.2
1504,0,0.6,0.8,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1505,0,0.6,0.8,"('AA', 'WN')",0.0,0.04999999999999999,0.25
1506,0,0.6,0.8,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1507,0,0.6,0.8,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1508,0,0.6,0.8,"('B6', 'DL')",0.0,0.0,0.125
1509,0,0.6,0.8,"('B6', 'US')",0.0,0.0,0.25
1510,0,0.6,0.8,"('B6', 'HA')",0.0,0.0,0.2
1511,0,0.6,0.8,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1512,0,0.6,0.8,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1513,0,0.6,0.8,"('DL', 'WN')",0.0,0.175,0.125
1514,0,0.6,0.8,"('DL', 'MQ')",0.0,0.11904761904761904,0.16666666666666666
1515,0,0.6,0.8,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1516,0,0.6,0.8,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1517,0,0.6,0.8,"('UA', 'WN')",0.0,0.175,0.125
1518,0,0.6,0.8,"('UA', 'US')",0.0,0.125,0.375
1519,0,0.6,0.8,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1520,0,0.6,0.8,"('UA', 'HA')",0.0,0.0,0.5
1521,0,0.6,0.8,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1522,0,0.6,0.8,"('WN', 'US')",0.0,0.06944444444444442,0.375
1523,0,0.6,0.8,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1524,0,0.6,0.8,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1525,0,0.6,0.8,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1526,0,0.6,0.8,"('US', 'NK')",0.0,0.0,0.14285714285714285
1527,0,0.6,0.8,"('MQ', 'EV')",0.0,0.10714285714285715,0.14285714285714285
1528,0,0.6,0.8,"('MQ', 'HA')",0.0,0.0,0.5
1529,0,0.6,0.8,"('MQ', 'OO')",0.0,0.0,0.14285714285714285
1530,0,0.6,0.8,"('MQ', 'AS')",0.0,0.0,0.25
1531,0,0.6,0.8,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1532,0,0.6,0.8,"('NK', 'HA')",0.0,0.0,0.4
1533,0,0.6,0.8,"('NK', 'AS')",0.0,0.0,0.2
1534,0,0.6,0.8,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1535,0,0.6,0.8,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1536,0,0.6,0.8,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1537,0,0.6,0.9,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1538,0,0.6,0.9,"('VX', 'AS')",0.0,0.0,0.5714285714285714
1539,0,0.6,0.9,"('AA', 'B6')",0.0,0.20454545454545453,0.25
1540,0,0.6,0.9,"('AA', 'UA')",0.0,0.022727272727272707,0.25
1541,0,0.6,0.9,"('AA', 'NK')",0.0,0.175,0.125
1542,0,0.6,0.9,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1543,0,0.6,0.9,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1544,0,0.6,0.9,"('F9', 'HA')",0.0,0.0,0.6
1545,0,0.6,0.9,"('B6', 'US')",0.0,0.0,0.25
1546,0,0.6,0.9,"('B6', 'HA')",0.0,0.0,0.2
1547,0,0.6,0.9,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1548,0,0.6,0.9,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1549,0,0.6,0.9,"('DL', 'WN')",0.0,0.175,0.125
1550,0,0.6,0.9,"('DL', 'MQ')",0.0,0.11904761904761904,0.16666666666666666
1551,0,0.6,0.9,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1552,0,0.6,0.9,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1553,0,0.6,0.9,"('UA', 'WN')",0.0,0.175,0.125
1554,0,0.6,0.9,"('UA', 'US')",0.0,0.125,0.375
1555,0,0.6,0.9,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1556,0,0.6,0.9,"('UA', 'HA')",0.0,0.0,0.5
1557,0,0.6,0.9,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
1558,0,0.6,0.9,"('UA', 'AS')",0.0,0.01785714285714285,0.14285714285714285
1559,0,0.6,0.9,"('WN', 'NK')",0.0,0.08333333333333331,0.25
1560,0,0.6,0.9,"('WN', 'HA')",0.0,0.20833333333333334,0.16666666666666666
1561,0,0.6,0.9,"('WN', 'AS')",0.0,0.06944444444444442,0.375
1562,0,0.6,0.9,"('US', 'MQ')",0.0,0.06666666666666671,0.4
1563,0,0.6,0.9,"('US', 'NK')",0.0,0.0,0.14285714285714285
1564,0,0.6,0.9,"('US', 'EV')",0.0,0.0,0.16666666666666666
1565,0,0.6,0.9,"('US', 'HA')",0.0,0.0,0.5
1566,0,0.6,0.9,"('MQ', 'HA')",0.0,0.0,0.5
1567,0,0.6,0.9,"('MQ', 'AS')",0.0,0.0,0.25
1568,0,0.6,0.9,"('NK', 'EV')",0.0,0.0,0.16666666666666666
1569,0,0.6,0.9,"('NK', 'HA')",0.0,0.0,0.4
1570,0,0.6,0.9,"('NK', 'OO')",0.0,0.0,0.16666666666666666
1571,0,0.6,0.9,"('NK', 'AS')",0.0,0.0,0.2
1572,0,0.6,0.9,"('EV', 'HA')",0.0,0.0,0.3333333333333333
1573,0,0.6,0.9,"('EV', 'AS')",0.0,0.1333333333333333,0.2
1574,0,0.6,0.9,"('HA', 'OO')",0.0,0.0714285714285714,0.5
1575,0,0.6,1.0,"('VX', 'B6')",0.0,0.0,0.2857142857142857
1576,0,0.6,1.0,"('VX', 'MQ')",0.0,0.0,0.4
1577,0,0.6,1.0,"('VX', 'HA')",0.0,0.0,0.2
1578,0,0.6,1.0,"('AA', 'MQ')",0.0,0.09523809523809523,0.3333333333333333
1579,0,0.6,1.0,"('AA', 'NK')",0.0,0.175,0.125
1580,0,0.6,1.0,"('AA', 'HA')",0.0,0.0714285714285714,0.5
1581,0,0.6,1.0,"('AA', 'AS')",0.0,0.09722222222222221,0.125
1582,0,0.6,1.0,"('F9', 'NK')",0.0,0.0,0.2857142857142857
1583,0,0.6,1.0,"('F9', 'AS')",0.0,0.0,0.3333333333333333
1584,0,0.6,1.0,"('B6', 'DL')",0.0,0.0,0.125
1585,0,0.6,1.0,"('B6', 'HA')",0.0,0.0,0.2
1586,0,0.6,1.0,"('B6', 'AS')",0.0,0.0,0.3333333333333333
1587,0,0.6,1.0,"('DL', 'UA')",0.0,0.15000000000000002,0.25
1588,0,0.6,1.0,"('DL', 'US')",0.0,0.20833333333333331,0.125
1589,0,0.6,1.0,"('DL', 'NK')",0.0,0.06944444444444442,0.375
1590,0,0.6,1.0,"('DL', 'HA')",0.0,0.0,0.3333333333333333
1591,0,0.6,1.0,"('UA', 'WN')",0.0,0.175,0.125
1592,0,0.6,1.0,"('UA', 'US')",0.0,0.125,0.375
1593,0,0.6,1.0,"('UA', 'EV')",0.0,0.023809523809523808,0.16666666666666666
1594,0,0.6,1.0,"('UA', 'HA')",0.0,0.0,0.5
1595,0,0.6,1.0,"('UA', 'OO')",0.0,0.11904761904761904,0.16666666666666666
