,Runs,Initial Sample,Query Sample,Pair,Error on materialized,Error on lattice,Prediction
0,0,0.1,0.1,"('VX', 'AA')",0.375,0.375,0.0
1,0,0.1,0.1,"('VX', 'F9')",0.5,0.33333333333333337,1.0
2,0,0.1,0.1,"('VX', 'B6')",0.2857142857142857,0.2857142857142857,0.0
3,0,0.1,0.1,"('VX', 'DL')",0.42857142857142855,0.5,0.0
4,0,0.1,0.1,"('VX', 'UA')",0.75,0.6666666666666667,1.0
5,0,0.1,0.1,"('VX', 'WN')",0.3333333333333333,0.5,0.0
6,0,0.1,0.1,"('VX', 'US')",0.16666666666666666,0.16666666666666666,0.0
7,0,0.1,0.1,"('VX', 'MQ')",0.4,0.4,0.0
8,0,0.1,0.1,"('VX', 'NK')",0.4,0.4,0.0
9,0,0.1,0.1,"('VX', 'EV')",0.19999999999999996,0.19999999999999996,1.0
10,0,0.1,0.1,"('VX', 'HA')",0.6,0.6,1.0
11,0,0.1,0.1,"('VX', 'OO')",0.6666666666666667,0.6666666666666667,1.0
12,0,0.1,0.1,"('VX', 'AS')",0.42857142857142855,0.42857142857142855,0.0
13,0,0.1,0.1,"('AA', 'F9')",0.14285714285714285,0.375,0.0
14,0,0.1,0.1,"('AA', 'B6')",0.3,0.36363636363636365,0.0
15,0,0.1,0.1,"('AA', 'DL')",0.1111111111111111,0.2,0.0
16,0,0.1,0.1,"('AA', 'UA')",0.1111111111111111,0.18181818181818182,0.0
17,0,0.1,0.1,"('AA', 'WN')",0.2222222222222222,0.1,0.0
18,0,0.1,0.1,"('AA', 'US')",0.25,0.2222222222222222,0.0
19,0,0.1,0.1,"('AA', 'MQ')",0.16666666666666666,0.14285714285714285,0.0
20,0,0.1,0.1,"('AA', 'NK')",0.3333333333333333,0.4,0.0
21,0,0.1,0.1,"('AA', 'EV')",0.25,0.2222222222222222,0.0
22,0,0.1,0.1,"('AA', 'HA')",0.42857142857142855,0.5714285714285714,0.0
23,0,0.1,0.1,"('AA', 'OO')",0.16666666666666666,0.2857142857142857,0.0
24,0,0.1,0.1,"('AA', 'AS')",0.5,0.5555555555555556,0.0
25,0,0.1,0.1,"('F9', 'B6')",0.4285714285714286,0.2857142857142857,1.0
26,0,0.1,0.1,"('F9', 'DL')",0.2222222222222222,0.3333333333333333,0.0
27,0,0.1,0.1,"('F9', 'UA')",0.5,0.5,0.0
28,0,0.1,0.1,"('F9', 'WN')",0.125,0.3333333333333333,0.0
29,0,0.1,0.1,"('F9', 'US')",0.2857142857142857,0.2857142857142857,0.0
30,0,0.1,0.1,"('F9', 'MQ')",0.5,0.6666666666666667,1.0
31,0,0.1,0.1,"('F9', 'NK')",0.2857142857142857,0.2857142857142857,0.0
32,0,0.1,0.1,"('F9', 'EV')",0.16666666666666666,0.42857142857142855,0.0
33,0,0.1,0.1,"('F9', 'HA')",0.6,0.6,1.0
34,0,0.1,0.1,"('F9', 'OO')",0.16666666666666666,0.14285714285714285,0.0
35,0,0.1,0.1,"('F9', 'AS')",0.3333333333333333,0.5,0.0
36,0,0.1,0.1,"('B6', 'DL')",0.125,0.25,0.0
37,0,0.1,0.1,"('B6', 'UA')",0.375,0.5555555555555556,0.0
38,0,0.1,0.1,"('B6', 'WN')",0.1111111111111111,0.2,0.0
39,0,0.1,0.1,"('B6', 'MQ')",0.5,0.7142857142857143,0.0
40,0,0.1,0.1,"('B6', 'NK')",0.5,0.5,0.0
41,0,0.1,0.1,"('B6', 'EV')",0.42857142857142855,0.375,0.0
42,0,0.1,0.1,"('B6', 'HA')",0.2,0.4,0.0
43,0,0.1,0.1,"('B6', 'OO')",0.42857142857142855,0.625,0.0
44,0,0.1,0.1,"('B6', 'AS')",0.16666666666666666,0.16666666666666666,0.0
45,0,0.1,0.1,"('DL', 'UA')",0.4,0.5,0.0
46,0,0.1,0.1,"('DL', 'WN')",0.1111111111111111,0.1,0.0
47,0,0.1,0.1,"('DL', 'US')",0.36363636363636365,0.3333333333333333,0.0
48,0,0.1,0.1,"('DL', 'MQ')",0.16666666666666666,0.14285714285714285,0.0
49,0,0.1,0.1,"('DL', 'NK')",0.25,0.3333333333333333,0.0
50,0,0.1,0.1,"('DL', 'EV')",0.14285714285714285,0.25,0.0
51,0,0.1,0.1,"('DL', 'HA')",0.3333333333333333,0.5,0.0
52,0,0.1,0.1,"('DL', 'OO')",0.14285714285714285,0.2222222222222222,0.0
53,0,0.1,0.1,"('DL', 'AS')",0.25,0.375,0.0
54,0,0.1,0.1,"('UA', 'WN')",0.2222222222222222,0.4,0.0
55,0,0.1,0.1,"('UA', 'US')",0.4444444444444444,0.5,0.0
56,0,0.1,0.1,"('UA', 'MQ')",0.16666666666666666,0.3333333333333333,0.0
